Creator Name,slug,Creator Channel,Link Primary,Platform Primary,Platform 2 Name,Platform 2 Link,Platform 3 Name,Platform 3 Link,Platform 4 Name,Platform 4 Link,Topic/Category,Geography,Groups,Geo City,Geo State,Geo Country,Geo Region,Partner Lists
Jonn Elledge,jonn-elledge,The Newsletter of (Not Quite) Everything,https://jonn.substack.com,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/jonnelledge.bsky.social,,,,,"Culture, Media/Power, History",United Kingdom,Culture & Media,,,GB,International,
Jonni Scott,jonni-scott,Jonni Scott,https://www.instagram.com/eatingwithjonni/,Social - Instagram,Video - TikTok,https://www.tiktok.com/@eatingwithjonni,,,,,Restaurants and bars,"Washington, DC",Lifestyle & Personal Life,Washington,DC,US,Mid-Atlantic,
Jonny Matthews,jonny-matthews,Economics Explainer,https://www.youtube.com/@EconomicsExplained,Video - YouTube,,,,,,,Finance/Economics,National - US,Money & Work,,,US,National,
Joon Lee,joon-lee,I am Joon Lee,https://www.youtube.com/@iamjoonlee,Video - YouTube,,,,,,,"Sports, Internet Culture","New York, NY","Culture & Media, Lifestyle & Personal Life",New York,NY,US,Northeast,
Joost van Dreunen,joost-dreunen,SuperJoost Playlist,https://superjoost.substack.com/,Newsletter - Substack,,,,,,,Tech,"New York, NY",Money & Work,New York,NY,US,Northeast,
Jordan Chariton,jordan-chariton,Status Coup,https://www.statuscoupsubstack.com/,Newsletter - Substack,Video - YouTube,https://www.youtube.com/@statuscoup,Social - Twitter / X,https://x.com/JordanChariton,Website,https://statuscoup.com/,Immigration,National - US,Social Issues,,,US,National,
Jordan Dyer,jordan-dyer,"Independent NBA content creator, YouTube/TikTok/Instagram",https://www.youtube.com/@jordandyernba,Video - YouTube,,,,,,,Sports,,Lifestyle & Personal Life,,,,,
Jordan Gass-Poore,jordan-gass-poore,Hazard Podcast,https://hazardpodcast.com,Podcast,,,,,,,"Investigative, Climate/Environment","New York, NY","Science Health & Environment, Journalism Formats",New York,NY,US,Northeast,
Jordan Kahana,jordan-kahana,Jordan Kahana,https://www.instagram.com/jordankahana,Video - Instagram,,,,,,,"Travel, Science","Denver, CO","Science Health & Environment, Lifestyle & Personal Life",Denver,CO,US,West,
Jordan Schneider,jordan-schneider,ChinaTalk,https://www.chinatalk.media,Newsletter - Substack,Podcast,https://podcasts.apple.com/us/podcast/chinatalk/id1289062927,Social - BlueSky,https://bsky.app/profile/jordanschneider.bsky.social,,,"Policy, Politics","Washington, DC",Power & Politics,Washington,DC,US,Mid-Atlantic,
Jordan Uhl,jordan-uhl,Jordan Uhl,https://www.instagram.com/jordanuhl_,Video - Instagram,Social - BlueSky,https://bsky.app/profile/jordanuhl.com,,,,,"Politics, General News","Los Angeles, CA","Power & Politics, General News",Los Angeles,CA,US,West,
Jordana Timerman,jordana-timerman,Latin America Daily Briefing,https://latinamericadailybriefing.substack.com,Newsletter - Substack,,,,,,,World,"Buenos Aires, Argentina",Power & Politics,Buenos Aires,,AR,International,
Jordi Amaral,jordi-amaral,Americas Migration Brief,https://www.migrationbrief.com/,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/amaraljordi.bsky.social,,,,,Immigration,"Washington, DC",Social Issues,Washington,DC,US,Mid-Atlantic,
Jorge Ramos,jorge-ramos,Jorge Ramos,https://x.com/jorgeramosnews,Social - Twitter / X,Social - BlueSky,https://bsky.app/profile/jorgerh2o.bsky.social,,,,,"World, Politics","Miami, FL","Power & Politics, General News",Miami,FL,US,South,
Jose Antonio Vargas,jose-antonio-vargas,Define American,https://defineamerican.com/,Website,Social - Twitter / X,https://x.com/jaborjas,Social - Instagram,https://www.instagram.com/joseiswriting/,Social - BlueSky,https://bsky.app/profile/joseiswriting.bsky.social,Immigration,National - US,Social Issues,,,US,National,
Jose Luis Vilson,jose-luis-vilson,The Jose Vilson,https://thejosevilson.com,Website,,,,,,,"Education, Identity/Belonging","New York, NY","Social Issues, Civic Life",New York,NY,US,Northeast,
Joseph Pisenti,joseph-pisenti,Real Life Lore,https://www.youtube.com/@RealLifeLore,Video - YouTube,,,,,,,Explanatory,"Dallas, TX",Journalism Formats,Dallas,TX,US,South,
Joseph Politano,joseph-politano,Apricitas,https://www.apricitas.io,Newsletter - Substack,,,,,,,"Labor/Workers Rights, Finance/Economics","Washington, DC",Money & Work,Washington,DC,US,Mid-Atlantic,
Josh Barro,josh-barro,Very Serious ,https://x.com/jbarro,Social - Twitter / X,Newsletter - Substack,https://www.joshbarro.com,,,,,"Politics, Finance/Economics, Culture","New York, NY","Power & Politics, Money & Work, Culture & Media",New York,NY,US,Northeast,
Josh Hendrickson,josh-hendrickson,Economic Forces,https://www.economicforces.xyz,Newsletter - Substack,,,,,,,Finance/Economics,Mississippi - US,Money & Work,,MS,US,South,
Josh McConnel,josh-mcconnel,Ctrl Alt Deliberate,https://ctrlaltdeliberate.com,Newsletter - Substack,,,,,,,"Tech, Media/Power","New York, NY","Money & Work, Culture & Media",New York,NY,US,Northeast,
Josh Stephens,josh-stephens,Housing in Practice,https://housinginpractice.substack.com,Newsletter - Substack,,,,,,,"Architecture, Real Estate","Los Angeles, CA","Money & Work, Culture & Media",Los Angeles,CA,US,West,
Josh Szeps,josh-szeps,,https://uncomfortableconversations.substack.com,Newsletter - Substack,Social - Twitter / X,https://x.com/joshzepps,Video - YouTube,http://youtube.com/@JoshSzeps_,Social - Instagram,https://www.instagram.com/joshszeps/,Politics,"Sydney, Australia",Power & Politics,Sydney,,AU,International,
Josh Thomas,josh-thomas,School of Traditional Skills,https://schooloftraditionalskills.com,Website,Video - YouTube,https://www.youtube.com/@SchoolofTraditionalSkills,,,,,"Outdoors, Education","Bonners Ferry, ID","Civic Life, Lifestyle & Personal Life",Bonners Ferry,ID,US,West,
Josh Young,josh-young,Josh Young,https://www.instagram.com/jyoungdesignhouse/,Social - Instagram,Newsletter - Substack,https://joshyoungdesignhouse.substack.com/,,,,,Design,"Washington, DC",Culture & Media,Washington,DC,US,Mid-Atlantic,
Joshua Dairen,joshua-dairen,Joshua Dairen,https://www.tiktok.com/@joshuadairen,Video - TikTok,Video - Instagram,https://www.instagram.com/joshuadairen,Social - BlueSky,https://bsky.app/profile/joshuadairen.bsky.social,,,"History, Culture","Portland, OR",Culture & Media,Portland,OR,US,West,
Joshua Doss,joshua-doss,doss.discourse,https://www.instagram.com/doss.discourse,Video - Instagram,Video - TikTok,https://www.tiktok.com/@joshuadoss314,,,,,Politics,"Chicago, IL",Power & Politics,Chicago,IL,US,Midwest,
Joshua Trunck,joshua-trunck,Chicago Food HQ,https://www.tiktok.com/@chicagofoodhq,Video - TikTok,,,,,,,Tech,"Chicago, IL",Money & Work,Chicago,IL,US,Midwest,
Josie Duffy Rice,josie-duffy-rice,The Unnamed,https://josieduffyrice.substack.com,Newsletter - Substack,,,,,,,Criminal Justice,National - US,Social Issues,,,US,National,
Joss Fong,joss-fong,Howtown,https://www.youtube.com/@Howtown,Video - YouTube,,,,,,,Explanatory,National - US,Journalism Formats,,,US,National,
José David Araujo,jose-david-araujo,AutoRanking Ecuador,https://www.youtube.com/c/AUTORANKINGECUADOR,Video - YouTube,Social - TikTok,https://www.tiktok.com/@araujoskr,,,,,Automotive,Ecuador,Lifestyle & Personal Life,,,EC,International,Global_South_World
Joy McConnochie,joy-mcconnochie,Sustainable Jungle,https://www.sustainablejungle.com,Website,Newsletter - Substack,https://sustainablejungle.substack.com/,Podcast,https://sustainablejungle.podbean.com/,,,Climate/Environment,New Zealand,Science Health & Environment,,,NZ,International,
Joy Reid,joy-reid,The Joy Reid Show,https://www.youtube.com/@TheJoyReidShow,Video - YouTube,Video - Instagram,https://www.instagram.com/joyannreid/?hl=en,,,,,"Politics, Gender, Media/Power","Washington, DC","Power & Politics, Social Issues, Culture & Media",Washington,DC,US,Mid-Atlantic,
Joyce Koh,joyce-koh,Joyce Koh,https://www.noosphere.app/author/joyce/,Video - Noosphere,,,,,,,"Politics, General News","New York, NY","Power & Politics, General News",New York,NY,US,Northeast,
Joyce Vance,joyce-vance,Joyce Vance,https://joycevance.substack.com,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/joycevance.bsky.social,,,,,"Law/Legal Issues, Politics","Birmingham, AL",Power & Politics,Birmingham,AL,US,South,
Judd Legum,judd-legum,Popular Info,https://popular.info,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/juddlegum.bsky.social,,,,,Government Accountability,National - US,Power & Politics,,,US,National,
Judy Lin,judy-lin,TechSoda,https://techsoda.substack.com/,Newsletter - Substack,,,,,,,Tech,Taiwan,Money & Work,,,TW,International,
Judy Pan,judy-pan,foodooboos,https://www.instagram.com/foodooboos/,Social - Instagram,Video - TikTok,https://www.tiktok.com/@foodooboos,,,,,Food,"Washington, DC",Lifestyle & Personal Life,Washington,DC,US,Mid-Atlantic,
Jules from Virginia,jules-from-virginia,Jules from Virginia,https://www.instagram.com/julesfromvirginia/,Social - Instagram,Video - TikTok,https://www.tiktok.com/@julesfromvirginia,Video - YouTube,https://www.youtube.com/@julesfromvirginia,,,Things to Do,"Washington, DC",Lifestyle & Personal Life,Washington,DC,US,Mid-Atlantic,
Julia Angwin,julia-angwin,Proof News,https://www.proofnews.org,Website,Social - BlueSky,https://bsky.app/profile/juliaangwin.com,,,,,Tech,"New York, NY",Money & Work,New York,NY,US,Northeast,
Julia Barton,julia-barton,Continuous Wave,https://continuous-wave.beehiiv.com,Newsletter - Beehiiv,Social - BlueSky,https://bsky.app/profile/bartona104.bsky.social,,,,,History,"Boston, MA",Culture & Media,Boston,MA,US,Northeast,
Julia Busuttil Nishimura,julia-busuttil-nishimura,,https://juliaostro.substack.com,Newsletter - Substack,Social - Instagram,https://www.instagram.com/juliaostro/,,,,,Recipes,"Melbourne, Australia",Lifestyle & Personal Life,Melbourne,,AU,International,
Julia Carpenter,julia-carpenter,A Woman to Know,https://juliaccarpenter.substack.com,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/juliaccarpenter.bsky.social,,,,,"Gender, Explanatory","New York, NY","Social Issues, Journalism Formats",New York,NY,US,Northeast,
Julia Craven,julia-craven,,https://juliacraven.substack.com,Newsletter - Substack,Website,https://juliacraven.com,Social - Twitter / X,https://twitter.com/juliacraven,Social - Instagram,https://www.instagram.com/rocketjuju/,Health/Wellness,,Science Health & Environment,,,,,
Julia La Roche,julia-la-roche,The Julia La Roche Show,https://www.youtube.com/@TheJuliaLaRocheShow,Video - YouTube,Podcast,https://julialaroche.com,,,,,"Business, Personal Finance, Tech","New York, NY",Money & Work,New York,NY,US,Northeast,
Julian Brave NoiseCat,julian-brave-noisecat,Julian Brave NoiseCat,https://www.instagram.com/jnoisecat,Video - Instagram,,,,,,,"Climate/Environment, Art",National - US,"Science Health & Environment, Culture & Media",,,US,National,
Julian Feeld,julian-feeld,QAA Podcast,https://www.qanonanonymous.com/,Podcast,Video - YouTube,https://www.youtube.com/@QAAPodcast,,,,,"Comedy, History, Media/Power",National - US,Power & Politics,,,US,National,
Julian Walker,julian-walker,Conspirituality,https://conspirituality.net,Podcast,Patreon,,,,,,Health/Wellness,"Los Angeles, CA",Science Health & Environment,Los Angeles,CA,US,West,
Julianna Forlano,julianna-forlano,The Julianna Forlano Show,https://podcasts.apple.com/us/podcast/the-julianna-forlano-show/id1697569282,Podcast,,,,,,,"Politics, Comedy",National - US,"Power & Politics, Culture & Media",,,US,National,Institute_for_Independent_Journalists
Julie Fratantoni Phd,julie-fratantoni-phd,Better Brain by Dr. Julie,https://drjuliefratantoni.substack.com,Newsletter - Substack,Video - Instagram,https://www.instagram.com/drjuliefratantoni/,,,,,Health/Wellness,National - US,Science Health & Environment,,,US,National,
Julie Holstein,julie-holstein,WARD 6,https://www.brooklynward6.com,Newsletter - Beehiiv,,,,,,,Local,"New York, NY",Civic Life,New York,NY,US,Northeast,
Julie Rose,julie-rose,Provo Notes,https://provonotes.substack.com,Newsletter - Substack,,,,,,,"Local, Politics","Provo, UT","Power & Politics, Civic Life",Provo,UT,US,West,
Julie Roys,julie-roys,The Roys Report,https://julieroys.com,Website,Social - BlueSky,https://bsky.app/profile/julieroys.bsky.social,,,,,"Investigative, Faith/Religion","Chicago, IL","Social Issues, Journalism Formats",Chicago,IL,US,Midwest,
Julie Vick,julie-vick,Humor Me,https://julievick.substack.com,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/julievickwriter.bsky.social,,,,,"Comedy, Books/Writing","Denver, CO",Culture & Media,Denver,CO,US,West,
Julieanne Smolinski,julieanne-smolinski,The Minimizer,https://minimizer.substack.com/,Newsletter - Substack,,,,,,,Culture,"Los Angeles, CA",Culture & Media,Los Angeles,CA,US,West,
Julio Ricardo Varela,julio-ricardo-varela,The Latino Newsletter,https://thelatinonewsletter.org,Website,,,,,,,General News,National - US,General News,,,US,National,
Justin Gerdes,justin-gerdes,Quitting Carbon,https://www.quittingcarbonmedia.com,Newsletter - Ghost,Social - BlueSky,https://bsky.app/profile/justingerdes.bsky.social,,,,,"Energy, Climate/Environment, Policy",California - US,"Power & Politics, Science Health & Environment",,CA,US,West,
Justin Kollar,justin-kollar,Techno-Statecraft,https://www.technostatecraft.com/,Newsletter - Substack,,,,,,,Tech,"Cambridge, MA",Money & Work,Cambridge,MA,US,Northeast,
Justin Ling,justin-ling,Bug-eyed and Shameless,https://www.bugeyedandshameless.com,Newsletter - Substack,,,,,,,"Investigative, Media/Power, Politics, Tech","Montreal, Canada","Power & Politics, Money & Work, Culture & Media, Journalism Formats",Montreal,,CA,International,
Justin Stofferahn,justin-stofferahn,,https://screwed.substack.com,Newsletter - Substack,,,,,,,Finance/Economics,Minnesota - US,Money & Work,,MN,US,Midwest,
Justin Wolfers,justin-wolfers,Platypus Economics,https://newsletter.platypuseconomics.com,Newsletter - Substack,,,,,,,Finance/Economics,"Ann Arbor, MI",Money & Work,Ann Arbor,MI,US,Midwest,
Justine Reix,justine-reix,Justine Reix,https://www.instagram.com/justinereix,Video - Instagram,,,,,,,Gender,France,Social Issues,,,FR,International,
Jxmyhighroller,jxmyhighroller,Jxmyhighroller,https://www.youtube.com/@JxmyHighroller,Video - YouTube,,,,,,,Sports,National - US,Lifestyle & Personal Life,,,US,National,
Jólvanezígy,jolvannezigy,Jólvanezígy,https://www.youtube.com/@jolvannezigy,Video - YouTube,,,,,,,Politics,Hungary,Power & Politics,,,HU,International,
K Kaufmann,k-kaufmann,E/lectrify,https://electrifynews.beehiiv.com,Newsletter - Beehiiv,,,,,,,Climate/Environment,"Washington, DC",Science Health & Environment,Washington,DC,US,Mid-Atlantic,
Kadria Kassem,kadria-kassem,Kadropedia,https://www.tiktok.com/@kadropedia,Social - TikTok,Social - Instagram,https://www.instagram.com/kadropediaa,,,,,"History, World, Explanatory",Egypt,"General News, Culture & Media, Journalism Formats",,,EG,International,
Kahja Elliott,kahja-elliott,heykayinthebay,https://www.instagram.com/heykayinthebay,Video - Instagram,Podcast,https://www.kayinthebay.com/,,,,,"Food, Travel, Restaurants and bars","San Francisco, CA",Lifestyle & Personal Life,San Francisco,CA,US,West,
Kahlil Greene,kahlil-greene,Gen Z Historian,https://www.instagram.com/kahlil.greene,Video - Instagram,,,,,,,Explanatory,National - US,Journalism Formats,,,US,National,
Kai Kupferschmidt,kai-kupferschmidt,Kai Kupferschmidt,https://bsky.app/profile/kakape.bsky.social,Social - BlueSky,,,,,,,Science,Germany,Science Health & Environment,,,DE,International,
Kaia Yu,kaia-yu,Kaia Yu,https://www.instagram.com/kailayu,Video - Instagram,,,,,,,"Travel, Identity/Belonging, Culture","Los Angeles, CA","Social Issues, Culture & Media, Lifestyle & Personal Life",Los Angeles,CA,US,West,
Kaiser Fung,kaiser-fung,Junk Charts,https://www.junkcharts.com,Website,,,,,,,Data Visualization,National - US,Journalism Formats,,,US,National,
Kaiser Kuo,kaiser-kuo,Sinica Podcast,https://www.sinicapodcast.com/,Podcast,,,,,,,World,China,General News,,,,China,
Kaitlin Prest,kaitlin-prest,The Heart,https://www.theheartradio.org/,Podcast,,,,,,,Culture,"Toronto, Canada",Culture & Media,Toronto,,CA,International,
Kala,kala-engineer-everything,Engineer Everything,https://www.tiktok.com/@engineer.everything,Social - TikTok,,,,,,,Home,"Herndon, VA",Lifestyle & Personal Life,Herndon,VA,US,South,
Kansas Helen,kansas-helen,Kansas Helen,https://www.youtube.com/@kansashelen,Video - YouTube,,,,,,,"Politics, Government Accountability, Local","Topeka, KS","Power & Politics, Civic Life",Topeka,KS,US,Midwest,
Kara Harms,kara-harms,Kara Harms,https://www.instagram.com/thewhimsysoul,Video - Instagram,,,,,,,"Local, Lifestyle","San Francisco, CA","Civic Life, Lifestyle & Personal Life",San Francisco,CA,US,West,
Kareem Rahma,kareem-rahma,Kareem Rahma,https://www.instagram.com/kareem,Video - Instagram,Newsletter - Substack,https://kareemrahma.substack.com,,,,,"Internet Culture, Local","New York, NY","Civic Life, Culture & Media",New York,NY,US,Northeast,
Karel Kovář,karel-kovar,Kovy,https://www.youtube.com/@KovyYT,Video - YouTube,Social - Instagram,https://www.instagram.com/kovyyt,,,,,Explanatory,Czech Republic,Journalism Formats,,,CZ,International,
Karen Attiah,karen-attiah,The Golden Hour by Karen Attiah,https://karenattiah.substack.com,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/karenattiah.bsky.social,,,,,"Politics, Media/Power","Washington, DC","Power & Politics, Culture & Media",Washington,DC,US,Mid-Atlantic,
Karim Shamsi-Basha,karim-shamsi-basha,Arab in Alabama,https://arabinalabama.net/,Website,,,,,,,Local,"Birmingham, AL",Civic Life,Birmingham,AL,US,South,
Karim Zidan,karim-zidan,Sports Politika,https://www.sportspolitika.news,Newsletter - Substack,Social - Twitter / X,https://twitter.com/ZidanSports,,,,,Sports,International,Culture & Media,,,,International,
